,title,country,date_added,release_year,rating,listed_in,description,target
1359,Night on Earth,United Kingdom,"January 29, 2020",2020,TV-PG,"Docuseries, Science & Nature TV","This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing.",False
1361,Nightflyers,United States,"December 2, 2019",2018,TV-MA,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets.",False
1362,Nightmare High,South Korea,"February 15, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas","After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.",False
1364,Ninja Hattori,Japan,"December 23, 2018",1981,TV-Y7,"Anime Series, Kids' TV","Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja.",False
1365,Ninja Turtles: The Next Mutation,"Canada, United States","January 1, 2016",1997,TV-G,"Kids' TV, TV Comedies",Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.,False
1366,"Nisman: The Prosecutor, the President, and the Spy","Spain, Germany, Denmark, United States","January 1, 2020",2020,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","This docuseries details the suspicious death of Alberto Nisman, investigator of the 1994 bombing of the Argentine Israelite Mutual Association building.",False
1367,No Game No Life,Japan,"February 1, 2020",2014,TV-MA,"Anime Series, International TV Shows",Legendary gamer siblings Sora and Shiro are transported to a world where life is a series of games and humanity is in grave danger of extinction.,False
1368,No Good Nick,United States,"August 5, 2019",2019,TV-PG,"Kids' TV, TV Comedies, TV Dramas","A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative.",True
1369,No Time for Shame,Argentina,"November 19, 2019",2019,TV-MA,"International TV Shows, Reality TV, Spanish-Language TV Shows","Follow Santiago Artemis, a Buenos Aires fashion dynamo, as he makes his dreams come true while grappling with his love life, therapist and clients.",False
1370,No Tomorrow,United States,"September 5, 2017",2016,TV-PG,"Romantic TV Shows, TV Comedies, TV Dramas","Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom – even though her man just might be an end-of-days crackpot.",False
1371,Nobel,Norway,"December 10, 2016",2016,R,"International TV Shows, TV Dramas, TV Thrillers",A series of incidents in Afghanistan set complicated political and personal events in motion for a returning Norwegian Special Forces officer.,False
1372,Nobody's Looking,Brazil,"November 22, 2019",2019,TV-MA,"International TV Shows, TV Comedies, TV Dramas","A new guardian ""angelus"" uncovers a secret behind the Angelus System's bureaucracy that leads him to break its official rules about protecting humans.",False
1373,Noddy Toyland Detective,"France, United Kingdom, United States","October 1, 2017",2016,TV-Y,Kids' TV,"Toyland’s boy detective, Noddy, solves mysteries and finds missing objects with help from his friends: a panda, a superhero, a dinosaur and a robot.",True
1374,Norm Macdonald Has a Show,United States,"September 14, 2018",2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Comedian Norm Macdonald hosts his celebrity friends for casual conversations that range from silly to serious and take many unexpected turns.,False
1375,Norsemen,Norway,"July 22, 2020",2020,TV-MA,"International TV Shows, TV Comedies","The residents of an 8th-century Viking village experience political rivalry, social change and innovations that upend their culture and way of life.",True
1376,North & South,United Kingdom,"March 31, 2017",2004,NR,"British TV Shows, Romantic TV Shows, TV Dramas","When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings.",False
1377,Northern Rescue,Canada,"March 1, 2019",2019,TV-14,TV Dramas,"After the sudden death of his wife, search and rescue commander John West relocates with his three kids to his rural hometown of Turtle Island Bay.",False
1378,November 13: Attack on Paris,France,"June 1, 2018",2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows","Survivors and first responders share personal stories of anguish, kindness and bravery that unfolded amid the Paris terror attacks of Nov. 13, 2015.",False
1379,Nowhere Man,Taiwan,"October 31, 2019",2019,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",False
1380,NSU German History X,Germany,"July 7, 2016",2016,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","After German reunification, the neo-Nazi National Socialist Underground begins a killing spree while cops fight an uphill battle to catch them.",False
1382,Numberblocks,United Kingdom,"May 25, 2020",2019,TV-Y,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",True
1383,Nura: Rise of the Yokai Clan: Demon Capital,Japan,"December 1, 2016",2011,TV-MA,"Anime Series, Crime TV Shows","By night, teenage Rikuo becomes a form of demon called yokai, preparing to fulfill his destiny as the head of his legendary yokai clan.",False
1384,Nurse Jackie,United States," December 31, 2015",2015,TV-MA,"TV Comedies, TV Dramas",A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show.,True
1385,Nurses Who Kill,United Kingdom,"August 1, 2017",2016,TV-14,"British TV Shows, Crime TV Shows, Docuseries","Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal.",False
1387,Occupied,"Norway, Sweden","December 31, 2019",2019,TV-MA,"International TV Shows, TV Dramas, TV Thrillers","In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt.",True
1388,OCTB,Hong Kong,"February 5, 2018",2017,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.,False
1389,October Faction,United States,"January 23, 2020",2020,TV-MA,"TV Action & Adventure, TV Dramas, TV Horror","The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets.",False
1390,Octonauts,"United States, Ireland, United Kingdom, India","December 1, 2020",2015,TV-Y,"British TV Shows, Kids' TV",A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,True
1391,Oddbods,"United Kingdom, Singapore","December 1, 2020",2017,TV-Y,"Kids' TV, TV Comedies","Seven furry, colorful friends who live in the small town of Oddsville like to play, have adventures and get into all sorts of creative mischief.",False
1392,Off Camera,United States,"June 1, 2017",2015,TV-MA,Stand-Up Comedy & Talk Shows,"Photographer, writer and director Sam Jones sets his famous guests at ease with his freewheeling, insightful celebrity interviews without agendas.",True
1393,Office Girls,Taiwan,"August 1, 2016",2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.",False
1394,Offspring,Australia,"September 13, 2017",2017,TV-MA,"TV Comedies, TV Dramas","A Melbourne obstetrician in her thirties struggles with the increasingly chaotic family, romantic and professional aspects of her life in this drama.",True
1395,Oggy and the Cockroaches,France,"December 1, 2017",2017,TV-Y7,"Kids' TV, TV Comedies","Wimpy blue cat Oggy would like nothing more than to snooze, but he's constantly bothered by the three ugly cockroaches who have invaded his home.",False
1396,Oh My Ghost,South Korea,"August 8, 2019",2015,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows","Possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star.",False
1397,Oh No! It's an Alien Invasion,Canada," May 31, 2015",2014,TV-Y7-FV,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.,True
1398,Oh Yuck,Canada,"May 1, 2020",2020,TV-G,"Kids' TV, TV Comedies","Using a concoction of cartoons, comedy and live action, Dr. Yuck and his eccentric lab mates investigate the science behind the planet's ickiest things.",False
1399,Ojos in d' House,Nigeria,"August 22, 2020",2013,TV-G,"International TV Shows, TV Comedies","After a newly rich family moves into an upper-class neighborhood, they try to keep their matriarch's obsessive pursuit of social acceptance in check.",False
1400,Oktoberfest: Beer & Blood,"Germany, Czech Republic","October 1, 2020",2020,TV-MA,"International TV Shows, TV Dramas","In 1900 Munich, ambitious brewer Curt Prank uses brutal tactics on his quest to build a beer hall that will dominate the city's lucrative Oktoberfest.",False
1401,Old Money,United States,"October 1, 2016",2015,TV-MA,"International TV Shows, TV Comedies, TV Dramas","Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs.",False
1402,Oliver Stone's Untold History of the United States,United States,"November 15, 2016",2013,TV-PG,Docuseries,"This documentary series offers an alternative take on modern American history, focusing on underreported events that shaped the nation's character.",False
1403,Ollie & Moon,France,"March 28, 2018",2018,TV-Y,Kids' TV,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",False
1404,Omniscient,Brazil,"January 29, 2020",2020,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",False
